Algoritmo,Unique(Y/N),Sorted(Y/N),Run#,Problem_Size,#_Sets,Probability,#_of_Steps,Best_Cost,Time
A*,Y,N,2,20,20,0.4,9552,25,55.94854719997966
Pruning,Y,N,49,20,10,0.4,342743,39,62.378783300024224
Pruning,Y,Y,2,20,20,0.4,171647,25,23.341494899999816
Pruning,N,N,5,20,20,0.4,271285,26,37.129390799993416
Dijkstra,Y,Y,2,20,20,0.4,9484,25,18.181641000002855
A*,Y,Y,3,20,20,0.4,8526,27,49.805360800004564
Dijkstra,N,N,5,20,20,0.4,14567,26,29.77880370002822
Dijkstra,Y,N,49,20,10,0.4,75866,39,56.90185840000049
Pruning,N,N,6,20,20,0.4,192030,26,25.608866900001885
Dijkstra,N,N,6,20,20,0.4,11006,26,22.323629199992865
A*,Y,Y,2,20,20,0.4,9754,25,58.12864119998994
A*,N,N,5,20,20,0.4,14465,26,65.20940419999533
A*,Y,Y,35,10,20,0.4,39770,10,150.45434500000556
A*,Y,Y,28,10,20,0.4,36531,10,137.71733110002242
A*,N,N,6,20,20,0.4,11218,26,50.11413469997933
Pruning,N,N,8,20,20,0.4,207398,26,26.726593300001696
A*,Y,N,49,20,10,0.4,81706,39,86.34765949999564
Pruning,N,N,9,20,20,0.4,197291,26,25.66236950000166
Pruning,Y,N,5,20,20,0.4,338765,26,46.716277799976524
Dijkstra,N,N,8,20,20,0.4,10410,26,19.723838800011436
Pruning,Y,N,6,20,20,0.4,234023,26,30.73156340001151
Dijkstra,N,N,9,20,20,0.4,12475,26,24.836344700015616
Dijkstra,Y,N,5,20,20,0.4,14598,26,28.609763699991163
Dijkstra,Y,N,6,20,20,0.4,11034,26,21.112069999973755
Pruning,N,N,7,20,20,0.4,749891,28,109.11085249998723
Pruning,Y,Y,49,20,10,0.4,345193,39,62.4870170999784
A*,N,N,24,10,20,0.4,222633,12,768.8456571999996
A*,N,N,8,20,20,0.4,13882,26,60.55200239998521
A*,N,N,9,20,20,0.4,14316,26,64.88897269999143
Pruning,Y,N,8,20,20,0.4,237788,26,30.47379419999197
A*,Y,N,6,20,20,0.4,11102,26,65.68971669999883
Dijkstra,Y,Y,49,20,10,0.4,75831,39,56.0309354000201
Dijkstra,N,N,7,20,20,0.4,31632,28,65.15242629998829
Dijkstra,Y,N,8,20,20,0.4,10217,26,18.71368089999305
Pruning,Y,N,9,20,20,0.4,236007,26,30.402091900003143
A*,Y,N,5,20,20,0.4,14482,26,85.22207879999769
Dijkstra,Y,N,9,20,20,0.4,12944,26,25.087824800022645
Pruning,Y,Y,6,20,20,0.4,386089,26,54.12912599998526
Pruning,Y,Y,5,20,20,0.4,308640,26,42.61542839999311
Dijkstra,Y,Y,6,20,20,0.4,10963,26,21.064754400023958
Dijkstra,Y,Y,5,20,20,0.4,14075,26,27.70716839999659
A*,Y,Y,49,20,10,0.4,81702,39,84.96908930002246
A*,Y,N,8,20,20,0.4,13906,26,80.80778560001636
Pruning,Y,Y,8,20,20,0.4,192897,26,24.319877100002486
A*,Y,N,9,20,20,0.4,14337,26,84.13465900000301
Pruning,N,N,10,20,20,0.4,278020,25,39.71376060001785
Dijkstra,Y,Y,8,20,20,0.4,10261,26,18.84581649999018
A*,Y,Y,6,20,20,0.4,11156,26,66.40000369999325
Pruning,Y,Y,9,20,20,0.4,199452,26,25.69045210001059
Dijkstra,N,N,10,20,20,0.4,10491,25,20.952879399992526
A*,N,N,7,20,20,0.4,31627,28,141.39496420000796
Pruning,N,N,1,20,20,0.4,3824251,28,650.99596260002
A*,Y,Y,5,20,20,0.4,14451,26,84.67010160000063
Dijkstra,Y,Y,9,20,20,0.4,12572,26,24.08643039999879
Pruning,N,N,11,20,20,0.4,331423,27,46.4845467999985
Pruning,N,N,12,20,20,0.4,178770,26,22.844614100002218
A*,N,N,10,20,20,0.4,11015,25,48.23594729998149
Dijkstra,N,N,12,20,20,0.4,10508,26,20.496798300009686
A*,Y,Y,8,20,20,0.4,13591,26,79.25566219998291
Pruning,Y,N,10,20,20,0.4,236025,25,32.56144940000377
Dijkstra,N,N,11,20,20,0.4,20920,27,42.743685800000094
Pruning,Y,N,7,20,20,0.4,586656,28,81.09659129998181
Pruning,N,N,13,20,20,0.4,186221,26,23.722406299988506
Dijkstra,Y,N,10,20,20,0.4,10461,25,19.879389899986563
Dijkstra,N,N,13,20,20,0.4,6855,26,12.761442299990449
A*,Y,Y,9,20,20,0.4,14326,26,85.33335830000578
A*,N,N,12,20,20,0.4,12512,26,55.43997789997957
A*,N,N,13,20,20,0.4,7313,26,32.523397700017085
Pruning,Y,N,12,20,20,0.4,186521,26,23.57287379997433
Dijkstra,Y,N,7,20,20,0.4,32890,28,66.38500749997911
Pruning,Y,N,13,20,20,0.4,131704,26,16.274770799995167
Dijkstra,Y,N,12,20,20,0.4,10247,26,18.868639299995266
A*,Y,N,10,20,20,0.4,10993,25,64.37141960000736
Dijkstra,Y,N,13,20,20,0.4,6724,26,12.173010099999374
Pruning,Y,N,24,10,20,0.4,3950251,12,374.1192861000018
A*,N,N,11,20,20,0.4,21811,27,97.28806419999455
Pruning,Y,Y,10,20,20,0.4,182696,25,24.182711400004337
Pruning,N,N,14,20,20,0.4,578330,27,84.47766509998473
Dijkstra,Y,Y,10,20,20,0.4,10475,25,19.541068599995924
Dijkstra,N,N,1,20,20,0.4,89078,28,195.2578838999907
A*,Y,N,13,20,20,0.4,7750,26,44.80289510000148
Pruning,Y,N,11,20,20,0.4,414851,27,56.224894300015876
A*,Y,N,12,20,20,0.4,12453,26,73.19554039998911
Pruning,Y,Y,13,20,20,0.4,233513,26,30.63824040000327
Dijkstra,Y,Y,13,20,20,0.4,7273,26,13.05895859998418
Pruning,Y,Y,12,20,20,0.4,176689,26,22.63433870000881
Dijkstra,N,N,14,20,20,0.4,35325,27,74.69268000000739
A*,Y,Y,10,20,20,0.4,10541,25,61.22936669999035
Dijkstra,Y,N,11,20,20,0.4,20442,27,41.54085039999336
Dijkstra,Y,Y,12,20,20,0.4,10306,26,19.804460999992443
A*,Y,Y,13,20,20,0.4,7797,26,45.9320907999936
Pruning,N,N,15,20,20,0.4,259759,25,37.681386199983535
Dijkstra,N,N,15,20,20,0.4,10032,25,20.03875129998778
A*,Y,N,7,20,20,0.4,31639,28,187.90345749998232
Pruning,N,N,16,20,20,0.4,370205,27,50.83372270001564
A*,Y,Y,12,20,20,0.4,12467,26,72.37556630000472
Pruning,N,N,17,20,20,0.4,91123,29,10.633460300014121
A*,N,N,15,20,20,0.4,9944,25,43.425664699985646
Dijkstra,N,N,17,20,20,0.4,5311,29,9.399197899998398
Dijkstra,N,N,16,20,20,0.4,19507,27,39.88047269999515
A*,N,N,17,20,20,0.4,5604,29,24.312170399993192
A*,Y,N,11,20,20,0.4,21792,27,129.29544340001303
Pruning,Y,N,17,20,20,0.4,99647,29,11.49133650001022
Pruning,Y,N,15,20,20,0.4,265936,25,37.33275339999818
Dijkstra,Y,N,17,20,20,0.4,5322,29,9.110219599999255
Pruning,Y,Y,7,20,20,0.4,631234,28,89.67177400001674
Dijkstra,Y,N,15,20,20,0.4,10234,25,19.71641819999786
A*,N,N,14,20,20,0.4,36139,27,161.700359999988
A*,Y,N,17,20,20,0.4,5721,29,33.48912179999752
Pruning,Y,Y,11,20,20,0.4,384739,27,55.35182589999749
Pruning,Y,Y,17,20,20,0.4,107630,29,12.64694830001099
Dijkstra,Y,Y,17,20,20,0.4,5419,29,9.039498400001321
A*,N,N,16,20,20,0.4,19163,27,85.10932369998773
Dijkstra,Y,N,24,10,20,0.4,235894,12,302.6607046999852
A*,Y,N,15,20,20,0.4,9944,25,58.052916399989044
Dijkstra,Y,Y,7,20,20,0.4,32776,28,65.70356299998821
Dijkstra,Y,Y,11,20,20,0.4,20489,27,40.50375909998547
A*,Y,Y,17,20,20,0.4,5623,29,32.549917599972105
Pruning,Y,N,14,20,20,0.4,578902,27,83.29189560000668
Pruning,Y,Y,15,20,20,0.4,262041,25,36.640158399997745
Dijkstra,Y,Y,15,20,20,0.4,10084,25,18.939125199976843
Pruning,N,N,18,20,20,0.4,278975,28,37.08070469999802
Pruning,Y,N,16,20,20,0.4,532589,27,75.27778070000932
Dijkstra,N,N,18,20,20,0.4,6872,28,12.324916999990819
A*,N,N,18,20,20,0.4,6937,28,30.27085070000612
Dijkstra,Y,N,14,20,20,0.4,35388,27,73.51544119999744
Dijkstra,Y,N,16,20,20,0.4,19667,27,38.72077079999144
A*,N,N,1,20,20,0.4,85120,28,385.1917048000032
Pruning,Y,N,18,20,20,0.4,120352,28,14.61025850000442
A*,Y,Y,15,20,20,0.4,9948,25,59.0712390000117
Dijkstra,Y,N,18,20,20,0.4,6867,28,12.24994589999551
A*,Y,Y,11,20,20,0.4,21803,27,129.32116829999723
A*,Y,N,18,20,20,0.4,6882,28,40.24697180002113
Pruning,N,N,20,20,20,0.4,196952,27,26.37541860001511
Pruning,N,N,19,20,20,0.4,449575,28,65.80041190001066
Dijkstra,N,N,20,20,20,0.4,9928,27,19.484529500012286
A*,Y,Y,7,20,20,0.4,31382,28,185.96552580001298
Pruning,N,N,21,20,20,0.4,129867,27,16.535863500001142
A*,Y,N,16,20,20,0.4,19097,27,113.01958530000411
Pruning,Y,Y,18,20,20,0.4,371663,28,51.89453770002001
Dijkstra,N,N,21,20,20,0.4,5710,27,10.157318599987775
Dijkstra,Y,Y,18,20,20,0.4,6831,28,12.318203400005586
Dijkstra,N,N,19,20,20,0.4,24127,28,51.61146899999585
A*,N,N,20,20,20,0.4,11501,27,51.72240430000238
A*,N,N,21,20,20,0.4,6608,27,28.702637300011702
Pruning,Y,N,21,20,20,0.4,104826,27,12.135880899993936
Pruning,Y,N,20,20,20,0.4,183276,27,23.58925389999058
A*,Y,Y,18,20,20,0.4,6923,28,40.521429199987324
Dijkstra,Y,N,21,20,20,0.4,5743,27,10.054729199997382
Dijkstra,Y,N,20,20,20,0.4,10154,27,18.959390900010476
Pruning,N,N,22,20,20,0.4,153764,26,20.439379599993117
Dijkstra,N,N,22,20,20,0.4,5468,26,10.404745899984846
A*,Y,N,21,20,20,0.4,6604,27,38.25167130000773
A*,Y,N,14,20,20,0.4,36227,27,213.7408762999985
Pruning,Y,Y,16,20,20,0.4,730488,27,104.93783080001594
Pruning,Y,Y,21,20,20,0.4,149620,27,18.854053599992767
A*,N,N,22,20,20,0.4,6167,26,26.967484199994942
Dijkstra,Y,Y,21,20,20,0.4,5713,27,10.077760699990904
Pruning,Y,N,22,20,20,0.4,122321,26,15.151665499986848
A*,N,N,19,20,20,0.4,26271,28,119.0887847999984
A*,Y,N,20,20,20,0.4,11207,27,66.51109220000217
Dijkstra,Y,N,22,20,20,0.4,5486,26,9.67625279998174
Dijkstra,Y,Y,16,20,20,0.4,19669,27,38.363595100003295
A*,Y,Y,21,20,20,0.4,6599,27,38.00950730001205
A*,Y,N,22,20,20,0.4,6163,26,35.46134819998406
Pruning,Y,Y,20,20,20,0.4,261989,27,36.207520900003146
Pruning,Y,Y,14,20,20,0.4,576744,27,84.07535339999595
Pruning,N,N,23,20,20,0.4,231289,27,30.061456600000383
Pruning,Y,Y,22,20,20,0.4,143764,26,17.957372700009728
Dijkstra,Y,Y,20,20,20,0.4,9938,27,18.446402900008252
Dijkstra,Y,Y,22,20,20,0.4,5472,26,9.578605999995489
Dijkstra,N,N,23,20,20,0.4,8389,27,15.462014900025679
Pruning,Y,N,19,20,20,0.4,560940,28,81.2085866999987
A*,Y,Y,22,20,20,0.4,6170,26,36.21559239999624
A*,N,N,23,20,20,0.4,8769,27,38.45113329999731
Dijkstra,Y,Y,14,20,20,0.4,35455,27,72.9401979999966
A*,Y,Y,16,20,20,0.4,19149,27,112.72915630001808
A*,Y,Y,20,20,20,0.4,11143,27,65.76669940000284
Pruning,Y,N,23,20,20,0.4,152619,27,18.900495499983663
Dijkstra,Y,N,19,20,20,0.4,24351,28,50.26925159999519
Dijkstra,Y,N,23,20,20,0.4,7667,27,13.391827599989483
Pruning,N,N,24,20,20,0.4,366979,27,51.11843770000269
Pruning,N,N,25,20,20,0.4,236551,25,33.67131080001127
Pruning,N,N,26,20,20,0.4,317897,28,42.46031659998698
Pruning,Y,N,1,20,20,0.4,2662862,28,424.4723585000029
Dijkstra,N,N,25,20,20,0.4,14243,25,30.38298650001525
A*,Y,N,23,20,20,0.4,8461,27,49.46240119999857
Dijkstra,N,N,24,20,20,0.4,19249,27,39.05036670001573
Dijkstra,N,N,26,20,20,0.4,18650,28,37.78055240001413
Pruning,Y,Y,23,20,20,0.4,403196,27,56.43622919998597
A*,N,N,25,20,20,0.4,14715,25,65.14160679999623
Dijkstra,Y,Y,23,20,20,0.4,8576,27,15.449399000004632
A*,Y,N,19,20,20,0.4,24929,28,149.94684940000298
A*,N,N,24,20,20,0.4,20056,27,89.94295620001503
Pruning,Y,N,25,20,20,0.4,229704,25,32.84081990001141
A*,N,N,26,20,20,0.4,23437,28,104.44989859999623
Dijkstra,Y,N,25,20,20,0.4,14357,25,28.829552899987902
A*,Y,Y,23,20,20,0.4,8769,27,51.63336049998179
Pruning,Y,N,24,20,20,0.4,323247,27,42.62412600000971
A*,Y,Y,14,20,20,0.4,36009,27,212.7192190999922
Pruning,N,N,27,20,20,0.4,146629,26,18.896181300020544
Dijkstra,N,N,27,20,20,0.4,6214,26,11.885448099987116
Pruning,N,N,28,20,20,0.4,107215,25,13.763862599997083
Pruning,Y,Y,19,20,20,0.4,456609,28,66.92310349998297
Pruning,Y,N,26,20,20,0.4,310918,28,41.46132860000944
Dijkstra,N,N,28,20,20,0.4,6235,25,11.830650400021113
Dijkstra,Y,N,24,20,20,0.4,20398,27,40.48231150000356
Dijkstra,Y,N,1,20,20,0.4,88079,28,189.3416693000181
A*,N,N,27,20,20,0.4,6939,26,29.79946999999811
Dijkstra,Y,N,26,20,20,0.4,18447,28,36.22424020001199
A*,N,N,28,20,20,0.4,6497,25,28.749665399984224
Pruning,Y,N,27,20,20,0.4,125082,26,14.992933300003642
Dijkstra,Y,Y,19,20,20,0.4,24505,28,49.886538999999175
A*,Y,N,25,20,20,0.4,14719,25,87.76469630000065
Dijkstra,Y,N,27,20,20,0.4,6390,26,11.799317400000291
Pruning,Y,N,28,20,20,0.4,149499,25,19.213353400002234
Dijkstra,Y,N,28,20,20,0.4,6591,25,12.15975389999221
Pruning,Y,Y,25,20,20,0.4,233446,25,33.22435510001378
A*,Y,N,27,20,20,0.4,7000,26,41.23134399999981
Pruning,Y,Y,27,20,20,0.4,105074,26,12.703656600002432
A*,Y,N,28,20,20,0.4,6498,25,38.29646739998134
Dijkstra,Y,Y,25,20,20,0.4,14385,25,29.283946199982893
Dijkstra,Y,Y,27,20,20,0.4,6300,26,11.08065109999734
Pruning,Y,Y,28,20,20,0.4,158784,25,20.404400599974906
A*,Y,N,24,20,20,0.4,19993,27,118.3175889000122
Dijkstra,Y,Y,28,20,20,0.4,6193,25,11.330498499999521
A*,Y,Y,27,20,20,0.4,6971,26,40.76185050001368
A*,Y,N,26,20,20,0.4,23444,28,140.214570000011
A*,Y,Y,28,20,20,0.4,6492,25,38.66565569999511
Pruning,N,N,29,20,20,0.4,143084,25,19.725763800001005
Dijkstra,N,N,29,20,20,0.4,7345,25,13.875274899997748
A*,Y,Y,19,20,20,0.4,24145,28,144.707680099993
A*,Y,Y,25,20,20,0.4,14728,25,87.87876229998074
Pruning,N,N,32,20,20,0.4,39840,23,4.456521900021471
Pruning,Y,Y,24,20,20,0.4,538857,27,77.35818309997558
Dijkstra,N,N,32,20,20,0.4,2825,23,5.19682909999392
Pruning,Y,Y,26,20,20,0.4,326203,28,44.033227100007934
A*,N,N,32,20,20,0.4,2374,23,10.225438900000881
Pruning,N,N,30,20,20,0.4,316622,25,44.874122799985344
Pruning,N,N,31,20,20,0.4,233544,26,30.413357999990694
A*,N,N,29,20,20,0.4,7345,25,32.61896439999691
A*,Y,N,24,10,20,0.4,222316,12,931.8596778999781
Pruning,Y,N,32,20,20,0.4,113376,23,13.984584599995287
Dijkstra,Y,N,32,20,20,0.4,2409,23,4.098114899999928
Dijkstra,N,N,31,20,20,0.4,8016,26,15.363972000021022
Pruning,Y,N,29,20,20,0.4,122614,25,15.27715460001491
Dijkstra,Y,Y,24,20,20,0.4,20467,27,40.00734390001162
A*,Y,N,32,20,20,0.4,2364,23,13.62685309999506
Dijkstra,Y,N,29,20,20,0.4,7329,25,13.83968219999224
Dijkstra,Y,Y,26,20,20,0.4,18466,28,35.83437239998602
Dijkstra,N,N,30,20,20,0.4,17754,25,36.12475049999193
Pruning,Y,Y,32,20,20,0.4,170853,23,23.358946199994534
A*,N,N,31,20,20,0.4,8338,26,37.071749399998225
Dijkstra,Y,Y,32,20,20,0.4,2411,23,4.108863700006623
A*,Y,Y,32,20,20,0.4,2364,23,13.740885900013382
A*,Y,N,29,20,20,0.4,7346,25,43.15915950000635
Pruning,Y,N,31,20,20,0.4,244481,26,34.26349549999577
Pruning,Y,Y,29,20,20,0.4,156484,25,21.090716500009876
Dijkstra,Y,N,31,20,20,0.4,8258,26,14.99257370000123
Dijkstra,Y,Y,29,20,20,0.4,7640,25,14.506343299988657
A*,N,N,30,20,20,0.4,17737,25,78.47655829999712
A*,Y,Y,24,20,20,0.4,20050,27,119.0160995000042
A*,Y,N,31,20,20,0.4,8346,26,48.6655613000039
A*,Y,Y,29,20,20,0.4,7347,25,43.410239500022726
Pruning,Y,N,30,20,20,0.4,384147,25,53.94477729999926
A*,Y,Y,26,20,20,0.4,23444,28,139.35912889998872
Pruning,Y,Y,31,20,20,0.4,212484,26,27.588026899989927
Pruning,N,N,36,20,20,0.4,82968,24,10.019646600005217
Pruning,N,N,33,20,20,0.4,747943,28,114.80591450000065
Dijkstra,N,N,36,20,20,0.4,4526,24,8.190754599985667
Dijkstra,Y,Y,31,20,20,0.4,7793,26,13.874254599999404
Pruning,N,N,34,20,20,0.4,366281,25,51.72339210001519
Dijkstra,Y,N,30,20,20,0.4,19008,25,38.233892199990805
A*,N,N,36,20,20,0.4,4080,24,17.529725000000326
Pruning,Y,N,36,20,20,0.4,85812,24,10.174671499989927
Dijkstra,Y,N,36,20,20,0.4,3925,24,6.651864800020121
Pruning,N,N,35,20,20,0.4,487882,27,72.45771220000461
Dijkstra,N,N,34,20,20,0.4,19660,25,41.489594200014835
A*,Y,Y,31,20,20,0.4,8343,26,48.98565659997985
Dijkstra,N,N,35,20,20,0.4,9328,27,17.591131599998334
A*,Y,N,36,20,20,0.4,4126,24,24.270496799988905
Dijkstra,N,N,33,20,20,0.4,35090,28,75.0067744999833
Pruning,Y,Y,36,20,20,0.4,115083,24,14.744215000013355
Dijkstra,Y,Y,36,20,20,0.4,4264,24,7.723836999997729
A*,N,N,35,20,20,0.4,8844,27,38.77227300000959
A*,Y,Y,36,20,20,0.4,4086,24,23.87502599999425
A*,Y,N,1,20,20,0.4,85142,28,505.38627149999957
A*,Y,N,30,20,20,0.4,17741,25,105.31679879999137
Pruning,Y,N,35,20,20,0.4,284095,27,38.99087020001025
A*,N,N,34,20,20,0.4,18300,25,81.80693670001347
Pruning,N,N,37,20,20,0.4,588069,25,87.37570880001294
Dijkstra,Y,N,35,20,20,0.4,9686,27,17.831720999995014
Pruning,Y,N,34,20,20,0.4,353148,25,49.05447099998128
Pruning,N,N,38,20,20,0.4,563527,29,79.23108189998311
Pruning,Y,Y,30,20,20,0.4,527597,25,77.97821510001086
A*,Y,N,35,20,20,0.4,8835,27,51.81050140000298
Dijkstra,N,N,37,20,20,0.4,31510,25,65.837154799985
Dijkstra,Y,N,34,20,20,0.4,19279,25,38.499642900016624
A*,N,N,33,20,20,0.4,34332,28,152.69201020000037
Dijkstra,N,N,38,20,20,0.4,21678,29,43.495387899980415
Dijkstra,Y,Y,30,20,20,0.4,19032,25,37.86201240000082
Pruning,Y,Y,24,10,20,0.4,4612479,12,447.0678141999815
Pruning,Y,Y,35,20,20,0.4,461422,27,68.36358439998003
Dijkstra,Y,Y,35,20,20,0.4,9205,27,17.264971500000684
Pruning,Y,N,33,20,20,0.4,601335,28,88.30039970000507
A*,Y,N,34,20,20,0.4,18300,25,108.64209929999197
A*,N,N,38,20,20,0.4,23256,29,103.79760640001041
A*,Y,Y,35,20,20,0.4,8844,27,51.94667869998375
A*,N,N,37,20,20,0.4,30933,25,137.3043267999892
A*,Y,Y,30,20,20,0.4,17737,25,105.71246239999891
Pruning,N,N,39,20,20,0.4,58314,25,6.486409800010733
Dijkstra,N,N,39,20,20,0.4,2681,25,4.508929100004025
A*,N,N,39,20,20,0.4,3126,25,13.365097100002458
Pruning,Y,N,39,20,20,0.4,60084,25,6.792767600010848
Dijkstra,Y,N,39,20,20,0.4,2627,25,4.180990799999563
Pruning,N,N,40,20,20,0.4,253037,26,33.63876830000663
Dijkstra,Y,N,33,20,20,0.4,34595,28,71.18864440001198
Pruning,Y,Y,34,20,20,0.4,393903,25,55.88982440001564
Pruning,Y,N,38,20,20,0.4,435830,29,58.01255939999828
A*,Y,N,39,20,20,0.4,3119,25,17.830501099990215
Dijkstra,N,N,40,20,20,0.4,11686,26,22.760204099991824
Pruning,Y,Y,39,20,20,0.4,95779,25,11.965655899984995
Dijkstra,Y,Y,39,20,20,0.4,2627,25,4.3099745999788865
Pruning,Y,N,37,20,20,0.4,502441,25,68.29012180000427
Dijkstra,Y,Y,34,20,20,0.4,18634,25,37.018742399988696
A*,Y,Y,39,20,20,0.4,3122,25,18.013862599997083
Dijkstra,Y,N,38,20,20,0.4,23317,29,44.87924040001235
Pruning,N,N,41,20,20,0.4,129133,23,17.017780299996957
Dijkstra,N,N,41,20,20,0.4,1996,23,3.3341218999994453
A*,N,N,41,20,20,0.4,2303,23,10.320879900013097
A*,N,N,40,20,20,0.4,13678,26,60.970652200019686
Pruning,Y,N,41,20,20,0.4,54968,23,6.502804399991874
Dijkstra,Y,N,41,20,20,0.4,2018,23,3.3658071999961976
Dijkstra,Y,N,37,20,20,0.4,30738,25,62.008393600001
A*,Y,N,41,20,20,0.4,2304,23,13.439148600009503
Pruning,Y,Y,41,20,20,0.4,37887,23,4.960555900004692
Dijkstra,Y,Y,41,20,20,0.4,1979,23,3.5064015999960247
A*,Y,Y,41,20,20,0.4,2290,23,13.229218199994648
Pruning,N,N,42,20,20,0.4,95364,29,11.554765000008047
Dijkstra,N,N,42,20,20,0.4,4839,29,8.723908499989193
Pruning,Y,N,40,20,20,0.4,432901,26,63.99081100002513
A*,Y,Y,34,20,20,0.4,18300,25,108.86479490000056
A*,N,N,42,20,20,0.4,5123,29,22.272621099982643
Dijkstra,Y,Y,24,10,20,0.4,222128,12,284.00531460001366
Dijkstra,Y,N,40,20,20,0.4,12006,26,23.307019600004423
Pruning,Y,N,42,20,20,0.4,83344,29,10.051732099993387
Pruning,N,N,43,20,20,0.4,220805,24,30.015008599992143
Dijkstra,Y,N,42,20,20,0.4,4888,29,8.565831999992952
A*,Y,N,38,20,20,0.4,23235,29,138.49000680001336
Dijkstra,N,N,43,20,20,0.4,6978,24,13.605269099993166
A*,Y,N,33,20,20,0.4,34365,28,204.02255090000108
A*,Y,N,42,20,20,0.4,5109,29,29.74124189998838
Pruning,Y,Y,42,20,20,0.4,88742,29,10.896262499998556
A*,N,N,43,20,20,0.4,7974,24,35.33483330000308
Dijkstra,Y,Y,42,20,20,0.4,4878,29,8.711247100000037
Pruning,Y,N,43,20,20,0.4,130596,24,16.218820299982326
A*,Y,N,40,20,20,0.4,13686,26,81.52876429999014
Dijkstra,Y,N,43,20,20,0.4,7007,24,12.592378699977417
A*,Y,Y,42,20,20,0.4,5112,29,29.435001299978467
Pruning,N,N,44,20,20,0.4,100391,25,13.162115599989193
A*,Y,N,37,20,20,0.4,30791,25,183.46762670000317
Pruning,Y,Y,40,20,20,0.4,228476,26,31.086902300012298
Dijkstra,N,N,44,20,20,0.4,5036,25,9.416315900016343
Dijkstra,Y,Y,40,20,20,0.4,11920,26,23.069243800011463
A*,Y,N,43,20,20,0.4,7959,24,46.78697939999984
A*,N,N,44,20,20,0.4,4797,25,20.950297999981558
Pruning,Y,Y,38,20,20,0.4,826912,29,119.675709299976
Pruning,Y,N,44,20,20,0.4,84539,25,10.20207090000622
Dijkstra,Y,N,44,20,20,0.4,4701,25,8.512432799994713
Pruning,Y,Y,33,20,20,0.4,858584,28,132.03456719999667
A*,Y,N,44,20,20,0.4,4777,25,27.663009799987776
Dijkstra,Y,Y,38,20,20,0.4,21771,29,42.02614649999305
Pruning,Y,Y,37,20,20,0.4,661390,25,96.12553499999922
Pruning,Y,Y,44,20,20,0.4,147360,25,19.637997699988773
Pruning,Y,Y,43,20,20,0.4,536160,24,75.28701719999663
Dijkstra,Y,Y,44,20,20,0.4,4968,25,9.073894499975722
A*,Y,Y,40,20,20,0.4,13699,26,79.95710790000157
Dijkstra,Y,Y,43,20,20,0.4,7445,24,13.378851899993606
Pruning,N,N,45,20,20,0.4,84802,26,11.430482700001448
Dijkstra,N,N,45,20,20,0.4,2473,26,4.315917200001422
A*,Y,Y,44,20,20,0.4,4803,25,27.759384400007548
A*,N,N,45,20,20,0.4,2710,26,11.830022300011478
Dijkstra,Y,Y,33,20,20,0.4,34832,28,73.46716720002587
Pruning,Y,N,45,20,20,0.4,73372,26,8.63935909999418
Pruning,N,N,46,20,20,0.4,95169,22,12.255049400002463
Dijkstra,Y,N,45,20,20,0.4,2588,26,4.472533799998928
Dijkstra,N,N,46,20,20,0.4,2629,22,4.4986347000231035
Dijkstra,Y,Y,37,20,20,0.4,31400,25,64.0628013999958
A*,N,N,46,20,20,0.4,2787,22,11.964062399987597
A*,Y,N,45,20,20,0.4,2707,26,15.39014119998319
A*,Y,Y,43,20,20,0.4,7997,24,47.55604250001488
Pruning,Y,N,46,20,20,0.4,85074,22,10.400977599987527
Pruning,Y,Y,45,20,20,0.4,80421,26,10.168382200004999
Dijkstra,Y,N,46,20,20,0.4,2541,22,4.139812399982475
Dijkstra,Y,Y,45,20,20,0.4,2632,26,4.410874799999874
A*,Y,N,46,20,20,0.4,2787,22,16.043688700010534
Pruning,N,N,47,20,20,0.4,213878,26,28.021238000015728
A*,Y,Y,45,20,20,0.4,2708,26,15.701587299990933
Pruning,Y,Y,46,20,20,0.4,113094,22,14.97994769999059
Dijkstra,Y,Y,46,20,20,0.4,2592,22,4.481347100023413
Dijkstra,N,N,47,20,20,0.4,10018,26,19.606858900020598
A*,Y,Y,38,20,20,0.4,23483,29,139.20732650000718
A*,Y,Y,46,20,20,0.4,2785,22,15.787345699995058
Pruning,N,N,49,20,20,0.4,186913,24,25.714108100015437
Dijkstra,N,N,49,20,20,0.4,7008,24,13.758241700008512
A*,N,N,47,20,20,0.4,10582,26,46.632036700000754
Pruning,N,N,50,20,20,0.4,243283,23,34.07320859999163
Dijkstra,N,N,50,20,20,0.4,4493,23,8.780582000006689
A*,N,N,50,20,20,0.4,3810,23,16.69897180001135
Pruning,Y,N,47,20,20,0.4,215836,26,28.56077519999235
A*,N,N,49,20,20,0.4,6882,24,30.978776100004325
Pruning,Y,N,49,20,20,0.4,116389,24,14.915229200007161
Dijkstra,Y,N,47,20,20,0.4,10019,26,18.992083000019193
Pruning,Y,N,50,20,20,0.4,148317,23,20.465699299995322
Dijkstra,Y,N,50,20,20,0.4,3838,23,6.981580899999244
Dijkstra,Y,N,49,20,20,0.4,6871,24,12.963150299998233
Pruning,Y,Y,1,20,20,0.4,5176031,28,865.4116344999929
A*,Y,N,50,20,20,0.4,3810,23,22.18265090000932
A*,Y,Y,33,20,20,0.4,34333,28,203.9017412000103
Pruning,N,N,1,20,20,0.8,1355,29,0.13973590001114644
Dijkstra,N,N,1,20,20,0.8,75,29,0.10803780000424013
A*,N,N,1,20,20,0.8,82,29,0.3646602999942843
