Algoritmo,Unique(Y/N),Sorted(Y/N),Run#,Problem_Size,#_Sets,Probability,#_of_Steps,Best_Cost,Time
Dijkstra,N,N,3,20,10,0.4,511,27,0.3905897000004188
A*,Y,N,2,20,10,0.4,1881,30,1.6232890999999654
A*,N,N,3,20,10,0.4,511,27,0.40178970000033587
Pruning,Y,N,3,20,10,0.4,4036,27,0.4650375000001077
Dijkstra,Y,N,3,20,10,0.4,528,27,0.3322908999998617
A*,Y,N,3,20,10,0.4,528,27,0.4278057000001354
Pruning,Y,Y,3,20,10,0.4,4204,27,0.42075519999980315
Dijkstra,Y,Y,3,20,10,0.4,476,27,0.30610080000042217
A*,Y,Y,3,20,10,0.4,476,27,0.3318594000002122
Dijkstra,Y,Y,50,10,20,0.4,4302,10,4.1884162000005745
Pruning,Y,Y,2,20,10,0.4,26553,30,3.882678500000111
Dijkstra,Y,Y,2,20,10,0.4,1856,30,1.2652115000000776
A*,Y,Y,2,20,10,0.4,1856,30,1.5079968999998528
A*,Y,Y,50,10,20,0.4,4302,10,5.216544700000668
Pruning,N,N,6,20,10,0.4,6752,30,0.8154481999999916
Dijkstra,N,N,6,20,10,0.4,847,30,0.6394087000007858
Pruning,N,N,5,20,10,0.4,21194,31,2.858772200000203
A*,N,N,6,20,10,0.4,847,30,0.6438050999995539
Pruning,Y,N,6,20,10,0.4,5817,30,0.6521207999994658
A*,Y,Y,47,10,20,0.4,12182,10,15.826298699999825
Dijkstra,Y,N,6,20,10,0.4,848,30,0.5788374000003387
A*,Y,N,6,20,10,0.4,848,30,0.6403116999999838
Dijkstra,N,N,5,20,10,0.4,3343,31,2.426289299999553
Pruning,N,N,4,20,10,0.4,67928,31,10.149617399999443
Pruning,Y,Y,6,20,10,0.4,7170,30,0.8165555999994467
Pruning,N,N,7,20,10,0.4,12486,27,1.5826766999998654
Dijkstra,Y,Y,6,20,10,0.4,846,30,0.561316700000134
A*,Y,Y,6,20,10,0.4,846,30,0.6312587000002168
Dijkstra,N,N,7,20,10,0.4,1775,27,1.411522800000057
A*,N,N,5,20,10,0.4,3343,31,2.5159209999992527
A*,N,N,7,20,10,0.4,1775,27,1.39313089999996
Pruning,Y,N,5,20,10,0.4,21101,31,2.615192599999318
Pruning,Y,N,7,20,10,0.4,14098,27,1.715411000000131
Dijkstra,Y,N,7,20,10,0.4,1767,27,1.2597803999997268
Dijkstra,Y,N,5,20,10,0.4,3345,31,2.375477399999909
A*,Y,N,7,20,10,0.4,1767,27,1.4152766000006523
Dijkstra,N,N,4,20,10,0.4,11325,31,8.282165499999792
Pruning,Y,Y,7,20,10,0.4,11730,27,1.5164928000003783
A*,Y,N,5,20,10,0.4,3345,31,2.9139108999997916
Dijkstra,Y,Y,7,20,10,0.4,1797,27,1.287671699999919
A*,Y,Y,7,20,10,0.4,1797,27,1.5290530000002036
Pruning,Y,Y,5,20,10,0.4,23921,31,3.177023199999894
Dijkstra,Y,Y,5,20,10,0.4,3351,31,2.3863381000001027
A*,N,N,4,20,10,0.4,11325,31,8.947852799999964
Pruning,N,N,9,20,10,0.4,32887,27,4.859497399999782
A*,Y,Y,5,20,10,0.4,3351,31,2.9292735999997603
Pruning,N,N,10,20,10,0.4,11001,29,1.317033000000265
Dijkstra,N,N,9,20,10,0.4,4834,27,3.3901254000002154
Dijkstra,N,N,10,20,10,0.4,1769,29,1.208107899999959
A*,N,N,10,20,10,0.4,1769,29,1.4040917000002082
A*,N,N,45,10,20,0.4,47344,11,64.18632770000022
Pruning,Y,N,10,20,10,0.4,12302,29,1.531886000000668
A*,N,N,9,20,10,0.4,4834,27,3.8310422999993534
Dijkstra,Y,N,10,20,10,0.4,1770,29,1.3355209000001196
Pruning,Y,N,4,20,10,0.4,63159,31,9.31163000000015
A*,Y,N,10,20,10,0.4,1770,29,1.5107148999995843
Pruning,Y,Y,10,20,10,0.4,13640,29,1.680534500000249
Pruning,N,N,8,20,10,0.4,172329,37,28.212614200000644
Dijkstra,Y,Y,10,20,10,0.4,1735,29,1.2121664000005694
A*,Y,Y,10,20,10,0.4,1735,29,1.4478403999992224
Pruning,N,N,11,20,10,0.4,5738,26,0.6908647000000201
Dijkstra,N,N,11,20,10,0.4,605,26,0.4248310000002675
A*,N,N,11,20,10,0.4,605,26,0.3945581999996648
Pruning,Y,N,9,20,10,0.4,65608,27,9.835464599999796
Pruning,Y,N,11,20,10,0.4,9600,26,1.1993107999996937
Dijkstra,Y,N,11,20,10,0.4,500,26,0.32278150000001915
Dijkstra,Y,N,4,20,10,0.4,11393,31,8.649675300000126
A*,Y,N,11,20,10,0.4,500,26,0.35375459999977465
Pruning,Y,Y,11,20,10,0.4,4790,26,0.5171146000002409
Dijkstra,Y,Y,11,20,10,0.4,498,26,0.359230099999877
A*,Y,Y,11,20,10,0.4,498,26,0.3979000999997879
Dijkstra,Y,N,9,20,10,0.4,4785,27,3.403405600000042
Pruning,N,N,12,20,10,0.4,16402,30,2.0976964000001317
Dijkstra,N,N,12,20,10,0.4,2595,30,1.7745044000002963
A*,Y,N,9,20,10,0.4,4785,27,4.017546900000525
A*,N,N,12,20,10,0.4,2595,30,1.9701911000001928
A*,Y,N,4,20,10,0.4,11393,31,9.624737999999525
Pruning,Y,Y,34,10,20,0.4,885300,11,72.62497910000002
Pruning,Y,Y,9,20,10,0.4,41885,27,5.785129299999426
Pruning,Y,N,12,20,10,0.4,37301,30,5.414122700000007
Dijkstra,Y,N,12,20,10,0.4,2594,30,1.9018941000003906
Dijkstra,Y,Y,9,20,10,0.4,4802,27,3.48605359999965
A*,Y,N,12,20,10,0.4,2594,30,2.0335327000002508
Pruning,Y,Y,4,20,10,0.4,68978,31,10.14935179999975
A*,Y,Y,9,20,10,0.4,4802,27,4.089821600000505
Pruning,Y,Y,12,20,10,0.4,22569,30,2.9562230999999883
Dijkstra,N,N,8,20,10,0.4,34194,37,25.78745979999985
Pruning,Y,N,45,10,20,0.4,404490,11,32.26960589999999
Dijkstra,Y,Y,12,20,10,0.4,2635,30,1.9062338000003365
A*,Y,Y,12,20,10,0.4,2635,30,2.189672500000597
Dijkstra,Y,Y,4,20,10,0.4,11706,31,8.805549400000018
Pruning,N,N,14,20,10,0.4,49574,24,8.019432099999904
Pruning,N,N,13,20,10,0.4,93388,38,14.933272600000237
Dijkstra,N,N,14,20,10,0.4,4409,24,3.367077899999458
A*,Y,Y,4,20,10,0.4,11706,31,10.05640719999974
A*,N,N,14,20,10,0.4,4409,24,3.491906499999459
Pruning,N,N,15,20,10,0.4,9224,29,1.1250347000004695
Dijkstra,N,N,15,20,10,0.4,1225,29,0.895892399999866
A*,N,N,15,20,10,0.4,1225,29,0.9309832999997525
Pruning,Y,N,15,20,10,0.4,8982,29,1.1109307999995508
Dijkstra,Y,N,15,20,10,0.4,1281,29,0.8871585000006235
A*,Y,N,15,20,10,0.4,1281,29,0.9953285999999935
Dijkstra,Y,N,45,10,20,0.4,24311,11,25.26174179999998
Pruning,Y,Y,15,20,10,0.4,9563,29,1.231795300000158
A*,N,N,8,20,10,0.4,34194,37,26.419529499999953
Pruning,Y,N,14,20,10,0.4,50011,24,7.373270300000513
Dijkstra,Y,Y,15,20,10,0.4,1225,29,0.8925683999996181
A*,Y,Y,15,20,10,0.4,1225,29,1.0821485999995275
Dijkstra,N,N,13,20,10,0.4,17256,38,13.364478800000143
Dijkstra,Y,N,14,20,10,0.4,4431,24,3.2119187000007514
Pruning,N,N,16,20,10,0.4,12075,32,1.521559800000432
Dijkstra,N,N,16,20,10,0.4,1815,32,1.255144200000359
A*,N,N,16,20,10,0.4,1815,32,1.3851797999996052
A*,Y,N,14,20,10,0.4,4431,24,3.648158300000432
Pruning,Y,N,16,20,10,0.4,11476,32,1.2517112000005
Dijkstra,Y,N,16,20,10,0.4,1771,32,1.2731997000000774
Dijkstra,Y,Y,34,10,20,0.4,39595,11,45.086391699999695
A*,Y,N,16,20,10,0.4,1771,32,1.5152234999995926
Pruning,Y,Y,14,20,10,0.4,26791,24,3.8328114999994796
Pruning,Y,Y,16,20,10,0.4,11709,32,1.4361055000008491
Dijkstra,Y,Y,16,20,10,0.4,1769,32,1.1882575999998153
Dijkstra,Y,Y,14,20,10,0.4,4393,24,3.117012500000783
A*,Y,Y,16,20,10,0.4,1769,32,1.4561778000006598
A*,N,N,4,10,20,0.4,108229,11,149.11661300000014
A*,N,N,13,20,10,0.4,17256,38,13.787501599999814
A*,Y,Y,14,20,10,0.4,4393,24,3.7692729000000327
Pruning,N,N,18,20,10,0.4,17094,30,2.2746208000007755
Dijkstra,N,N,18,20,10,0.4,2673,30,1.8629083000005267
A*,N,N,18,20,10,0.4,2673,30,2.153403100000105
Pruning,N,N,17,20,10,0.4,72765,36,10.932689299999765
Pruning,Y,N,18,20,10,0.4,16993,30,2.0557926000001316
Dijkstra,Y,N,18,20,10,0.4,2695,30,1.9031995999994251
Pruning,Y,N,8,20,10,0.4,175540,37,28.654916299999968
Pruning,Y,N,13,20,10,0.4,91978,38,14.299600100000134
A*,Y,N,45,10,20,0.4,24311,11,31.083063900000525
A*,Y,N,18,20,10,0.4,2695,30,2.299981800000751
Pruning,Y,Y,18,20,10,0.4,18563,30,2.257070499999827
Dijkstra,N,N,17,20,10,0.4,9949,36,7.496259199999258
Dijkstra,Y,Y,18,20,10,0.4,2690,30,1.8377995000000737
A*,Y,Y,18,20,10,0.4,2690,30,2.215722900000401
Pruning,N,N,19,20,10,0.4,11607,28,1.3065461999995023
Dijkstra,N,N,19,20,10,0.4,1652,28,1.1961860000001252
A*,N,N,17,20,10,0.4,9949,36,7.677890199999638
A*,N,N,19,20,10,0.4,1652,28,1.2368882000000667
Dijkstra,Y,N,13,20,10,0.4,17219,38,12.644560300000194
Pruning,Y,N,19,20,10,0.4,11401,28,1.3328242999996291
Dijkstra,Y,N,19,20,10,0.4,1621,28,1.2533841999993456
A*,Y,N,19,20,10,0.4,1621,28,1.4242259000002377
Pruning,Y,Y,19,20,10,0.4,11492,28,1.4413579000001846
Dijkstra,Y,Y,19,20,10,0.4,1636,28,1.2029701999999816
A*,Y,Y,19,20,10,0.4,1636,28,1.3829677000003358
Pruning,Y,N,17,20,10,0.4,61833,36,9.258120599999529
Pruning,N,N,20,20,10,0.4,8857,27,1.1082645000005868
Dijkstra,N,N,20,20,10,0.4,744,27,0.47416859999975713
A*,N,N,20,20,10,0.4,744,27,0.5617586999997002
Pruning,Y,N,20,20,10,0.4,6763,27,0.7856065999994826
Dijkstra,Y,N,20,20,10,0.4,744,27,0.477705799999967
Dijkstra,Y,N,8,20,10,0.4,34285,37,25.068854199999805
A*,Y,N,20,20,10,0.4,744,27,0.5914340999997876
Pruning,Y,Y,20,20,10,0.4,5315,27,0.5025761999995666
Dijkstra,Y,Y,20,20,10,0.4,744,27,0.5212976999991952
A*,Y,Y,20,20,10,0.4,744,27,0.5779469999997673
Pruning,N,N,21,20,10,0.4,5877,32,0.5795382000005702
Dijkstra,N,N,21,20,10,0.4,732,32,0.550085300000319
A*,Y,N,13,20,10,0.4,17219,38,14.640287900000658
Dijkstra,Y,N,17,20,10,0.4,9972,36,7.267316800000117
A*,N,N,21,20,10,0.4,732,32,0.5793682000003173
Pruning,Y,N,21,20,10,0.4,5447,32,0.5177041999995708
Dijkstra,Y,N,21,20,10,0.4,738,32,0.5394607999996879
A*,Y,N,21,20,10,0.4,738,32,0.5714919000001828
Pruning,Y,Y,21,20,10,0.4,7611,32,0.87045500000022
Dijkstra,Y,Y,21,20,10,0.4,732,32,0.5268937999999252
A*,Y,Y,21,20,10,0.4,732,32,0.5351839000004475
Pruning,N,N,22,20,10,0.4,3678,27,0.399036700000579
Dijkstra,N,N,22,20,10,0.4,481,27,0.31422269999984564
A*,N,N,22,20,10,0.4,481,27,0.3544087000000218
Pruning,Y,N,22,20,10,0.4,5663,27,0.580910099999528
Dijkstra,Y,N,22,20,10,0.4,477,27,0.31415539999943576
A*,Y,N,22,20,10,0.4,477,27,0.2967656999999235
A*,Y,Y,34,10,20,0.4,39595,11,54.89354379999986
Pruning,Y,Y,22,20,10,0.4,7866,27,1.0666203000000678
Pruning,N,N,23,20,10,0.4,6290,30,0.7615545999997266
Dijkstra,Y,Y,22,20,10,0.4,539,27,0.39605329999994865
A*,Y,N,17,20,10,0.4,9972,36,8.57667820000006
A*,Y,Y,22,20,10,0.4,539,27,0.4114402000004702
Dijkstra,N,N,23,20,10,0.4,852,30,0.6381357999998727
A*,N,N,23,20,10,0.4,852,30,0.6379946999995809
Pruning,Y,N,23,20,10,0.4,6007,30,0.6461744000007457
Dijkstra,Y,N,23,20,10,0.4,847,30,0.6309129000001121
Pruning,N,N,24,20,10,0.4,15280,28,2.058405799999491
Pruning,Y,Y,45,10,20,0.4,467939,11,38.21418240000003
A*,Y,N,23,20,10,0.4,847,30,0.6657230999999229
Pruning,Y,Y,23,20,10,0.4,5932,30,0.6316244999998162
Dijkstra,N,N,24,20,10,0.4,1585,28,1.198964899999737
Dijkstra,Y,Y,23,20,10,0.4,880,30,0.6149460000006002
A*,Y,Y,23,20,10,0.4,880,30,0.6943350999999893
A*,N,N,24,20,10,0.4,1585,28,1.2675950999991983
Pruning,Y,Y,13,20,10,0.4,93327,38,14.415341999999328
Pruning,N,N,25,20,10,0.4,9339,30,1.1527704000000085
Dijkstra,N,N,25,20,10,0.4,1101,30,0.8415203000004112
A*,N,N,25,20,10,0.4,1101,30,0.8173614999996062
Pruning,Y,N,24,20,10,0.4,23964,28,3.231779999999162
Pruning,Y,Y,17,20,10,0.4,57439,36,8.29169499999989
Dijkstra,Y,N,24,20,10,0.4,1582,28,1.1988004000004366
Pruning,Y,N,25,20,10,0.4,16577,30,2.1253239999996367
A*,Y,N,24,20,10,0.4,1582,28,1.4293833000001541
Dijkstra,Y,N,25,20,10,0.4,1197,30,0.8400464999995165
A*,Y,N,25,20,10,0.4,1197,30,0.9901018999998996
Pruning,Y,Y,24,20,10,0.4,14227,28,1.7371480000001611
Pruning,Y,Y,25,20,10,0.4,11640,30,1.4695735000004788
Dijkstra,Y,Y,24,20,10,0.4,1575,28,1.1577293999998801
Dijkstra,Y,Y,25,20,10,0.4,1148,30,0.8477413000000524
A*,Y,Y,24,20,10,0.4,1575,28,1.223515800000314
A*,Y,Y,25,20,10,0.4,1148,30,1.0389863999998852
Dijkstra,Y,Y,17,20,10,0.4,9952,36,7.43400819999988
Pruning,N,N,27,20,10,0.4,3953,26,0.4086745999993582
Dijkstra,N,N,27,20,10,0.4,527,26,0.33879979999983334
A*,N,N,27,20,10,0.4,527,26,0.3088359000003038
A*,Y,N,8,20,10,0.4,34285,37,29.12401150000005
Pruning,Y,N,27,20,10,0.4,8392,26,0.9486440000000584
Pruning,N,N,26,20,10,0.4,20219,34,2.6563252000005377
Dijkstra,Y,N,27,20,10,0.4,542,26,0.3559885000004215
Dijkstra,Y,Y,13,20,10,0.4,17262,38,12.907765299999483
A*,Y,N,27,20,10,0.4,542,26,0.4521509000005608
Pruning,Y,Y,27,20,10,0.4,5498,26,0.64229720000003
Dijkstra,Y,Y,27,20,10,0.4,507,26,0.3311996000002182
Dijkstra,N,N,26,20,10,0.4,2277,34,1.662296200000128
A*,Y,Y,27,20,10,0.4,507,26,0.42313910000029864
A*,N,N,26,20,10,0.4,2277,34,1.8344636000001628
Pruning,N,N,28,20,10,0.4,17209,27,2.30740699999933
Pruning,Y,N,26,20,10,0.4,14045,34,1.734853099999782
Dijkstra,N,N,28,20,10,0.4,1768,27,1.2924259999999776
A*,Y,Y,17,20,10,0.4,9952,36,8.50806139999986
Dijkstra,Y,N,26,20,10,0.4,2172,34,1.5029968999997436
A*,N,N,28,20,10,0.4,1768,27,1.3667242999999871
Dijkstra,Y,Y,45,10,20,0.4,22591,11,23.776822800000446
A*,Y,N,26,20,10,0.4,2172,34,1.7775199999996403
Pruning,Y,N,28,20,10,0.4,17755,27,2.405072000000473
Pruning,Y,Y,26,20,10,0.4,16185,34,2.110837000000174
Dijkstra,Y,N,28,20,10,0.4,1780,27,1.1438127999999779
Pruning,N,N,29,20,10,0.4,35635,32,5.172497099999418
Dijkstra,Y,Y,26,20,10,0.4,2185,34,1.5494983999997203
A*,Y,N,28,20,10,0.4,1780,27,1.4705713000003016
A*,Y,Y,26,20,10,0.4,2185,34,1.8250426999993579
A*,Y,Y,13,20,10,0.4,17262,38,14.348554700000022
Pruning,Y,Y,28,20,10,0.4,23944,27,3.313195800000358
Dijkstra,N,N,29,20,10,0.4,5934,32,4.530456299999969
Dijkstra,Y,Y,28,20,10,0.4,1889,27,1.343988900000113
Pruning,N,N,30,20,10,0.4,21529,33,2.816422599999896
Pruning,N,N,31,20,10,0.4,16222,32,2.193976399999883
A*,Y,Y,28,20,10,0.4,1889,27,1.4365168000003905
Dijkstra,N,N,31,20,10,0.4,2544,32,1.879667399999562
Pruning,N,N,32,20,10,0.4,5714,30,0.6566120000006777
Dijkstra,N,N,30,20,10,0.4,3263,33,2.460233199999493
Dijkstra,N,N,32,20,10,0.4,772,30,0.5472288000000844
A*,N,N,32,20,10,0.4,772,30,0.5349636999999348
A*,N,N,29,20,10,0.4,5934,32,4.866379900000538
Pruning,Y,N,32,20,10,0.4,5577,30,0.6302195000007487
A*,N,N,31,20,10,0.4,2544,32,2.1043744999997216
Dijkstra,Y,N,32,20,10,0.4,769,30,0.4448104000002786
A*,Y,N,32,20,10,0.4,769,30,0.5253744999999981
A*,N,N,30,20,10,0.4,3263,33,2.5928219999996145
Pruning,Y,Y,32,20,10,0.4,5980,30,0.6376768999998603
Dijkstra,Y,Y,32,20,10,0.4,770,30,0.5419351000000461
A*,Y,Y,32,20,10,0.4,770,30,0.5814436999999089
Pruning,Y,N,31,20,10,0.4,23226,32,3.1828262999997605
Pruning,Y,N,30,20,10,0.4,22545,33,2.8864370000001145
Pruning,Y,N,29,20,10,0.4,34589,32,4.8626782999999705
Pruning,N,N,33,20,10,0.4,12552,34,1.6333987000007255
Dijkstra,Y,N,31,20,10,0.4,2451,32,1.8477884000003542
Pruning,Y,Y,8,20,10,0.4,175469,37,28.0764122999999
Dijkstra,Y,N,30,20,10,0.4,3240,33,2.270575999999892
Dijkstra,N,N,33,20,10,0.4,1796,34,1.4143121999995856
A*,Y,N,31,20,10,0.4,2451,32,2.0742306000001918
A*,N,N,33,20,10,0.4,1796,34,1.479582500000106
A*,Y,N,30,20,10,0.4,3240,33,2.6707729999998264
Dijkstra,Y,N,29,20,10,0.4,5913,32,4.384032099999786
Pruning,Y,N,33,20,10,0.4,14760,34,1.8752180999999837
Pruning,Y,Y,31,20,10,0.4,22029,32,2.8148725000000923
Dijkstra,Y,N,33,20,10,0.4,1784,34,1.3455514000006588
Dijkstra,Y,Y,31,20,10,0.4,2456,32,1.709567099999731
Pruning,Y,Y,30,20,10,0.4,24436,33,3.376132499999585
A*,Y,N,33,20,10,0.4,1784,34,1.4457195999993928
A*,Y,Y,31,20,10,0.4,2456,32,2.2571483000001535
Pruning,Y,Y,33,20,10,0.4,13073,34,1.8235154000003604
A*,Y,N,29,20,10,0.4,5913,32,5.353145399999448
Dijkstra,Y,Y,30,20,10,0.4,3362,33,2.5830949000001056
Dijkstra,Y,Y,33,20,10,0.4,1808,34,1.3225130000000718
A*,Y,Y,45,10,20,0.4,22591,11,29.363093400000253
A*,Y,Y,33,20,10,0.4,1808,34,1.5226507999996102
A*,Y,Y,30,20,10,0.4,3362,33,2.7894186000003174
Pruning,Y,Y,29,20,10,0.4,36256,32,5.202111899999181
Pruning,N,N,35,20,10,0.4,17712,28,2.5350689999995666
Pruning,N,N,36,20,10,0.4,15328,30,2.0563212999995812
Dijkstra,N,N,35,20,10,0.4,1419,28,1.0234166999998706
Dijkstra,N,N,36,20,10,0.4,1875,30,1.4209795000006125
A*,N,N,35,20,10,0.4,1419,28,1.050262699999621
A*,N,N,36,20,10,0.4,1875,30,1.4867228000002797
Pruning,Y,N,35,20,10,0.4,10133,28,1.2179949000001216
Dijkstra,Y,Y,29,20,10,0.4,5907,32,4.0086962999994284
Dijkstra,Y,N,35,20,10,0.4,1389,28,1.0026158000000578
Pruning,N,N,37,20,10,0.4,41908,35,6.065199300000131
A*,Y,N,35,20,10,0.4,1389,28,1.097139999999854
Pruning,Y,N,36,20,10,0.4,21549,30,2.888159399999495
Pruning,Y,Y,35,20,10,0.4,11211,28,1.469868199999837
Dijkstra,Y,N,36,20,10,0.4,1858,30,1.2707259999997405
Pruning,N,N,34,20,10,0.4,81788,39,12.563230000000658
Dijkstra,Y,Y,35,20,10,0.4,1411,28,1.0806470000006811
A*,Y,N,36,20,10,0.4,1858,30,1.5638861000006727
A*,Y,Y,29,20,10,0.4,5907,32,4.9780422000003455
Dijkstra,N,N,37,20,10,0.4,5996,35,4.50752250000005
A*,Y,Y,35,20,10,0.4,1411,28,1.1550283999995372
Dijkstra,Y,Y,8,20,10,0.4,34204,37,25.385395000000244
Pruning,N,N,39,20,10,0.4,13510,27,1.7023339999996097
Pruning,Y,Y,36,20,10,0.4,19615,30,2.6291937999994843
Dijkstra,N,N,39,20,10,0.4,1861,27,1.2113849999996091
Dijkstra,Y,Y,36,20,10,0.4,1844,30,1.3960690000003524
A*,N,N,39,20,10,0.4,1861,27,1.2761718000001565
A*,N,N,37,20,10,0.4,5996,35,4.89397740000004
A*,Y,Y,36,20,10,0.4,1844,30,1.4393954999995913
Pruning,N,N,38,20,10,0.4,36127,31,5.125830699999824
Pruning,Y,N,39,20,10,0.4,13256,27,1.732473299999583
Pruning,N,N,40,20,10,0.4,9532,32,1.2662802000004376
Dijkstra,N,N,40,20,10,0.4,1310,32,0.8642546000000948
Dijkstra,Y,N,39,20,10,0.4,1858,27,1.3868087999999261
Dijkstra,N,N,38,20,10,0.4,3880,31,2.560654400000203
A*,N,N,40,20,10,0.4,1310,32,0.9663749999999709
A*,Y,N,39,20,10,0.4,1858,27,1.534321699999964
Dijkstra,N,N,34,20,10,0.4,14550,39,11.105940799999189
Pruning,Y,N,40,20,10,0.4,8717,32,1.0227460999994946
Pruning,Y,N,37,20,10,0.4,38770,35,5.438386599999831
Dijkstra,Y,N,40,20,10,0.4,1296,32,0.9427067999995415
A*,N,N,38,20,10,0.4,3880,31,2.9573184999999285
Pruning,Y,Y,39,20,10,0.4,16181,27,2.1473974999998973
A*,Y,N,40,20,10,0.4,1296,32,1.1181170999998358
Pruning,Y,Y,40,20,10,0.4,8862,32,0.9515866000001552
Dijkstra,Y,Y,39,20,10,0.4,1888,27,1.378612599999542
Dijkstra,Y,Y,40,20,10,0.4,1300,32,0.8860772000007273
Pruning,Y,N,4,10,20,0.4,1568946,11,133.82552169999963
Pruning,Y,N,38,20,10,0.4,25714,31,3.2429277000001093
A*,Y,Y,39,20,10,0.4,1888,27,1.7609290999998848
Dijkstra,Y,N,37,20,10,0.4,5987,35,4.3644045000000915
A*,Y,Y,40,20,10,0.4,1300,32,1.1157395999998698
Dijkstra,Y,N,38,20,10,0.4,3954,31,2.8956404999998995
Pruning,N,N,42,20,10,0.4,16432,29,2.0585762999999133
Dijkstra,N,N,42,20,10,0.4,2142,29,1.5044136000005892
A*,Y,N,37,20,10,0.4,5987,35,4.901041399999485
Pruning,N,N,41,20,10,0.4,31432,31,4.449414200000319
A*,Y,N,38,20,10,0.4,3954,31,3.1154491999996026
A*,N,N,42,20,10,0.4,2142,29,1.7738405999998577
A*,N,N,34,20,10,0.4,14550,39,11.933493399999861
Dijkstra,N,N,41,20,10,0.4,3308,31,2.3690518000003067
Pruning,Y,N,42,20,10,0.4,20107,29,2.682096399999864
Pruning,Y,Y,38,20,10,0.4,26125,31,3.334568300000683
Pruning,Y,Y,37,20,10,0.4,35416,35,4.746923300000162
A*,N,N,41,20,10,0.4,3308,31,2.515033499999845
Dijkstra,Y,N,42,20,10,0.4,2147,29,1.5668907000008403
Dijkstra,Y,Y,38,20,10,0.4,3886,31,2.697298999999475
A*,Y,N,42,20,10,0.4,2147,29,1.8521883000003072
Pruning,Y,N,41,20,10,0.4,23472,31,3.2189943999992465
Dijkstra,Y,Y,37,20,10,0.4,5983,35,4.554043000000092
Pruning,Y,Y,42,20,10,0.4,18427,29,2.4123923999995895
A*,Y,Y,38,20,10,0.4,3886,31,3.2239879999997356
Dijkstra,Y,N,41,20,10,0.4,3308,31,2.4058342999996967
Dijkstra,Y,Y,42,20,10,0.4,2133,29,1.509522499999548
A*,Y,Y,8,20,10,0.4,34204,37,28.975606400000288
Pruning,N,N,43,20,10,0.4,13075,28,1.6331274999993184
A*,Y,Y,42,20,10,0.4,2133,29,1.749556400000074
A*,Y,N,41,20,10,0.4,3308,31,2.7767013000002407
Dijkstra,N,N,43,20,10,0.4,2031,28,1.6072504000003391
Pruning,N,N,45,20,10,0.4,6002,31,0.7339901000004829
Pruning,Y,N,34,20,10,0.4,83483,39,12.432348199999979
A*,Y,Y,37,20,10,0.4,5983,35,5.092676199999914
Dijkstra,N,N,45,20,10,0.4,711,31,0.5423503000001801
A*,N,N,45,20,10,0.4,711,31,0.515528699999777
A*,N,N,43,20,10,0.4,2031,28,1.6153063000001566
Pruning,N,N,44,20,10,0.4,25223,33,3.6976363000003403
Pruning,Y,N,45,20,10,0.4,6296,31,0.7219480000003387
Dijkstra,Y,N,45,20,10,0.4,683,31,0.490897199999381
A*,Y,N,45,20,10,0.4,683,31,0.5651530999994065
Dijkstra,N,N,44,20,10,0.4,1873,33,1.3607928999999785
Pruning,Y,N,43,20,10,0.4,16673,28,2.1814668999995774
Pruning,Y,Y,45,20,10,0.4,8041,31,0.8986121999996612
Dijkstra,Y,Y,45,20,10,0.4,706,31,0.4944822000006752
Pruning,Y,Y,41,20,10,0.4,35723,31,4.957104100000834
A*,N,N,44,20,10,0.4,1873,33,1.5119672999999239
Pruning,N,N,46,20,10,0.4,27749,32,3.8056962000000567
A*,Y,Y,45,20,10,0.4,706,31,0.537830600000234
Dijkstra,Y,N,43,20,10,0.4,2036,28,1.513944199999969
Pruning,Y,N,44,20,10,0.4,13783,33,1.793769500000053
Dijkstra,Y,Y,41,20,10,0.4,3284,31,2.3718496000001323
A*,Y,N,43,20,10,0.4,2036,28,1.682693200000358
Dijkstra,N,N,46,20,10,0.4,3902,32,2.908326400000078
Dijkstra,Y,N,44,20,10,0.4,1889,33,1.229599700000108
Pruning,N,N,47,20,10,0.4,18154,26,2.486016500000005
Pruning,Y,Y,43,20,10,0.4,18991,28,2.418240500000138
A*,Y,N,44,20,10,0.4,1889,33,1.6022841999993034
Dijkstra,N,N,47,20,10,0.4,2329,26,1.6167156000001341
A*,Y,Y,41,20,10,0.4,3284,31,2.812804299999698
Dijkstra,Y,Y,43,20,10,0.4,2053,28,1.4684117000006154
A*,N,N,46,20,10,0.4,3902,32,3.0107937000002494
Pruning,Y,Y,44,20,10,0.4,12544,33,1.5827792000000045
Dijkstra,Y,N,34,20,10,0.4,14506,39,10.823341199999959
A*,N,N,47,20,10,0.4,2329,26,1.7523335999994742
A*,Y,Y,43,20,10,0.4,2053,28,1.6642434999994293
Dijkstra,Y,Y,44,20,10,0.4,1911,33,1.4097382999998445
Pruning,Y,N,47,20,10,0.4,15055,26,1.9477923000004012
A*,Y,Y,44,20,10,0.4,1911,33,1.490758900000401
Pruning,N,N,48,20,10,0.4,28289,28,4.156163100000413
Dijkstra,Y,N,47,20,10,0.4,2329,26,1.695335399999749
Pruning,Y,N,46,20,10,0.4,32346,32,4.332963400000153
Dijkstra,N,N,48,20,10,0.4,1761,28,1.2574071999997614
Pruning,N,N,49,20,10,0.4,23840,29,3.2735060000004523
A*,N,N,48,20,10,0.4,1761,28,1.318639400000393
A*,Y,N,47,20,10,0.4,2329,26,1.9829518999995344
Pruning,N,N,50,20,10,0.4,24907,32,3.388034100000368
